"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"160","RT @CatherineAdenle: These are the top 5 most boring jobs, according to researchers. Financial jobs may often be lucrative but could make y…",FALSE,0,NA,2022-04-22 19:46:19,FALSE,NA,"1517590644318998528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KofoAregbesola",9,TRUE,FALSE,NA,NA
"161","Labor Constructing a Virtual Data Enclave For Sensitive Microdata https://t.co/6JAJ8x5Jcx via @Nextgov",FALSE,0,NA,2022-04-22 19:46:17,FALSE,NA,"1517590633614962688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","govinfogal",0,FALSE,FALSE,NA,NA
"162","It really boils down to a disconnect between eye-test, advanced data, and player deployment. 
A new coach would sha… https://t.co/DZbIHBznmq",FALSE,0,NA,2022-04-22 19:46:11,TRUE,NA,"1517590611603476480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThunderbirdRay",0,FALSE,FALSE,NA,NA
"163","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For DC   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:46:10,FALSE,NA,"1517590604028551171",NA,"<a href=""http://discussionexpress.com"" rel=""nofollow"">Information Critical</a>","greentechdon",2,TRUE,FALSE,NA,NA
"164","RT @CatherineAdenle: Get Your Data Strategy Right With Data Engineering.

#DataScience #analytics #datasets #code #data #programming #Java…",FALSE,0,NA,2022-04-22 19:46:04,FALSE,NA,"1517590578858545152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KofoAregbesola",22,TRUE,FALSE,NA,NA
"165","Daily Covid Deaths per 1K Population by County For FL   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/9u1vhtwj0i",FALSE,1,NA,2022-04-22 19:46:03,TRUE,NA,"1517590574320087040",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"166","RT @lucytiffany: We're making some amazing changes at Kirklees Council creating a new data &amp; insight function. Take a look at some of the o…",FALSE,0,NA,2022-04-22 19:45:49,FALSE,NA,"1517590519496515587",NA,"<a href=""http://discussionexpress.com"" rel=""nofollow"">Information Critical</a>","greentechdon",2,TRUE,FALSE,NA,NA
"167","RT @BenPatrickWill: Most times we talk about ""big data"" in education it's from edtech platforms, learning analytics, and assessment infrast…",FALSE,0,NA,2022-04-22 19:45:31,FALSE,NA,"1517590441935486978",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nabihasyed",3,TRUE,FALSE,NA,NA
"168","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For DC   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:45:29,FALSE,NA,"1517590434960314368",NA,"<a href=""http://discussionexpress.com"" rel=""nofollow"">Information Critical</a>","greentechdon",2,TRUE,FALSE,NA,NA
"169","RT @Supriya23bh: Mr Praveen Chakravarty, Chairman of Congress’ Data Analytics dept speaks exclusively about what next in party &amp; how Congre…",FALSE,0,NA,2022-04-22 19:45:26,FALSE,NA,"1517590421530038272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kamarajdisciple",92,TRUE,FALSE,NA,NA
"170","RT @Supriya23bh: Mr Praveen Chakravarty, Chairman of Congress’ Data Analytics dept speaks exclusively about what next in party &amp; how Congre…",FALSE,0,NA,2022-04-22 19:45:15,FALSE,NA,"1517590373685551106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shanmugam_18",92,TRUE,FALSE,NA,NA
"171","RT @SmartDataCo: 5 Great Tips for Using #DataAnalytics for Website #UX via @SmartDataCo https://t.co/NULjgqYg3U",FALSE,0,NA,2022-04-22 19:45:10,FALSE,NA,"1517590351871193096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ryankhgb",1,TRUE,FALSE,NA,NA
"172","Data Visualisation (Tableau) Lead: https://t.co/2P6ZHLDfju

Data Analytics Lead: https://t.co/3ryoPaEr5a",FALSE,0,"lucytiffany",2022-04-22 19:44:46,FALSE,"1517589621491871745","1517590253577678848","121845171","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lucytiffany",0,FALSE,FALSE,NA,NA
"173","Daily Covid Deaths per 1K Population by County For DC   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/x2P6whI2Oj",FALSE,1,NA,2022-04-22 19:44:09,TRUE,NA,"1517590098556047360",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",2,FALSE,FALSE,NA,NA
"174","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:43:13,FALSE,NA,"1517589861204697090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ade___bimpe",86,TRUE,FALSE,NA,NA
"175","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For DE   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:43:00,FALSE,NA,"1517589808423579649",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"176","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For DE   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:42:20,FALSE,NA,"1517589640013885445",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",2,TRUE,FALSE,NA,NA
"177","We're making some amazing changes at Kirklees Council creating a new data &amp; insight function. Take a look at some o… https://t.co/U5tUb1NGn5",FALSE,2,NA,2022-04-22 19:42:15,TRUE,NA,"1517589621491871745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lucytiffany",2,FALSE,FALSE,NA,NA
"178","Daily Covid Deaths per 1K Population by County For DC   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/9gDGvG0wyn",FALSE,1,NA,2022-04-22 19:42:09,TRUE,NA,"1517589593582817280",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",2,FALSE,FALSE,NA,NA
"179","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:42:02,FALSE,NA,"1517589563975237632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","majesticmily777",86,TRUE,FALSE,NA,NA
"180","RT @forgeaheadio: #Infographic: Serverless Architecture — Pros &amp; Cons!

#serverless #cloudcomputing #linux #javascript #daysofcode #program…",FALSE,0,NA,2022-04-22 19:41:59,FALSE,NA,"1517589551002304513",NA,"<a href=""https://github.com/lina2497"" rel=""nofollow"">Python Data Science Tweets</a>","py_data_sci",10,TRUE,FALSE,NA,NA
"181","New #job opening at #Disney in #NewYork! Sr. Business #Analytics #Manager https://t.co/S2JNpkm0A9 #DisneyJobs https://t.co/uSQqK9oq1W",FALSE,0,NA,2022-04-22 19:41:53,FALSE,NA,"1517589529707925504",NA,"<a href=""http://workfor.us/jobboard"" rel=""nofollow"">Work For Us</a>","KelleyRecruiter",0,FALSE,FALSE,NA,NA
"182","Click the link in our bio to see currently open Health Care Analytics jobs like ""Senior Manager Data Science"" at CV… https://t.co/W2IYcdjPsZ",FALSE,0,NA,2022-04-22 19:41:37,TRUE,NA,"1517589458605858816",NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","tmj_bos_itpm",0,FALSE,FALSE,"-71.2376762","42.3180427"
"183","When we care for people, our communities and our planet, the entire Earth benefits. See how @SASsoftware plays an i… https://t.co/wcZ43TyWiK",FALSE,1,NA,2022-04-22 19:41:24,TRUE,NA,"1517589405283799040",NA,"<a href=""https://www.sprinklr.com/"" rel=""nofollow"">Powered by Sprinklr</a>","drlisa_lucas",1,FALSE,FALSE,NA,NA
"184","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For CT   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:41:05,FALSE,NA,"1517589324837101570",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"185","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:41:00,FALSE,NA,"1517589306298318848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BIsDopeToo",86,TRUE,FALSE,NA,NA
"186","RT @googlecloud: As the official cloud and cloud data and analytics partner for @MLB, we’re thrilled to team up and push what’s possible wi…",FALSE,0,NA,2022-04-22 19:40:51,FALSE,NA,"1517589269119836160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kibuanita",6,TRUE,FALSE,NA,NA
"187","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For CT   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:40:45,FALSE,NA,"1517589240829337603",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"188","Should you make a hard or soft business case for #Business #Intelligence and #Analytics infrastructure? Read the Da… https://t.co/0KReh6RYAf",FALSE,0,NA,2022-04-22 19:40:39,TRUE,NA,"1517589218872238085",NA,"<a href=""https://www.semrush.com/"" rel=""nofollow"">Semrush Social Media Tool</a>","DataVault_UK",0,FALSE,FALSE,NA,NA
"189","RT @looneycornsnft: Looneycorns is proud to present🎯𝐒𝐍𝐈𝐏𝐄𝐇𝐔𝐁!

🔒 Exclusively for our NFT holders 
🚨 Create custom alerts on watchlists
📈 Da…",FALSE,0,NA,2022-04-22 19:40:24,FALSE,NA,"1517589153579696128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ndoh33",37,TRUE,FALSE,NA,NA
"190","Daily Covid Deaths per 1K Population by County For DE   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/teF0xlPYj0",FALSE,1,NA,2022-04-22 19:40:04,TRUE,NA,"1517589071626866688",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"191","RT @Tanjilasmm: Different Career Options in Big Data! 

#BigData #DataScience #Career
#DataScience #DataAnalytics #MachineLearning #ML #Big…",FALSE,0,NA,2022-04-22 19:39:51,FALSE,NA,"1517589014446018561",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">RetweetCodersWomen</a>","BotFemale",101,TRUE,FALSE,NA,NA
"192","RT @Tanjilasmm: Different Career Options in Big Data! 

#BigData #DataScience #Career
#DataScience #DataAnalytics #MachineLearning #ML #Big…",FALSE,0,NA,2022-04-22 19:39:46,FALSE,NA,"1517588995093446657",NA,"<a href=""https://www.fabricio-dev.com.br/"" rel=""nofollow"">twitter-bot-fab</a>","Fabriciosx",101,TRUE,FALSE,NA,NA
"193","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For DE   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:39:46,FALSE,NA,"1517588995022147585",NA,"<a href=""https://www.fabricio-dev.com.br/"" rel=""nofollow"">twitter-bot-fab</a>","Fabriciosx",2,TRUE,FALSE,NA,NA
"194","RT @Paul_Dan: Overcoming #food #delivery challenges with #datascience. #artificialintelligence #AI #machinelearning #ML #analytics https://…",FALSE,0,NA,2022-04-22 19:39:46,FALSE,NA,"1517588994997067781",NA,"<a href=""https://www.fabricio-dev.com.br/"" rel=""nofollow"">twitter-bot-fab</a>","Fabriciosx",2,TRUE,FALSE,NA,NA
"195","RT @cortnie_cdo: From the bottom of my heart I want to say a sincere THANK YOU to all of my #data and #analytics friends. Please read the a…",FALSE,0,NA,2022-04-22 19:39:29,FALSE,NA,"1517588924427776000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottZoldi",4,TRUE,FALSE,NA,NA
"196","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:39:18,FALSE,NA,"1517588876675764224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MetaSnacks",86,TRUE,FALSE,NA,NA
"197","RT @Supriya23bh: Mr Praveen Chakravarty, Chairman of Congress’ Data Analytics dept speaks exclusively about what next in party &amp; how Congre…",FALSE,0,NA,2022-04-22 19:39:06,FALSE,NA,"1517588827388334080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SajidAlijodhpur",92,TRUE,FALSE,NA,NA
"198","RT @jessica_xls: For those in the UK 🇬🇧 or moving there soon, check out this thread for FREE Tech skills bootcamps ranging from Software De…",FALSE,0,NA,2022-04-22 19:39:03,FALSE,NA,"1517588813517922305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahlovesdata",108,TRUE,FALSE,NA,NA
"199","RT @antgrasso: To harness the most from Artificial Intelligence (AI), you need data governance and advanced analytics to foster an intellig…",FALSE,0,NA,2022-04-22 19:38:48,FALSE,NA,"1517588751857426432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MarketerNCust",67,TRUE,FALSE,NA,NA
"200","Daily Covid Deaths per 1K Population by County For DE   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/AKxsNDJFxW",FALSE,0,NA,2022-04-22 19:38:19,TRUE,NA,"1517588629236813824",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",2,FALSE,FALSE,NA,NA
"201","@ShibaArchives You can fill your bags using @mstrade trading Terminal. It will help you buy and trade coins without… https://t.co/qdK8J48SGo",FALSE,0,"ShibaArchives",2022-04-22 19:38:10,TRUE,"1516188245138284545","1517588593056915456","1396074770811195394","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","crypto_fitz",0,FALSE,FALSE,NA,NA
"202","RT @Tanjilasmm: Different Career Options in Big Data! 

#BigData #DataScience #Career
#DataScience #DataAnalytics #MachineLearning #ML #Big…",FALSE,0,NA,2022-04-22 19:37:39,FALSE,NA,"1517588461859090436",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stefano688",101,TRUE,FALSE,NA,NA
"203","RT @Paul_Dan: Overcoming #food #delivery challenges with #datascience. #artificialintelligence #AI #machinelearning #ML #analytics https://…",FALSE,0,NA,2022-04-22 19:37:33,FALSE,NA,"1517588437074907137",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">education-bot</a>","education_24x7",2,TRUE,FALSE,NA,NA
"204","Estimating the Total Costs of Your Cloud Analytics Platform - InformationWeek: Reduce Data Noise and Improve Data Q… https://t.co/9UqHVCWvAr",FALSE,0,NA,2022-04-22 19:37:33,TRUE,NA,"1517588435057274880",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","SuriyaSubraman",0,FALSE,FALSE,NA,NA
"205","It's a bit weird that the framing often seems to be ""Football Guy vs. Analytics Nerd"" when NFL teams have- with coa… https://t.co/K8FhoFSLYP",FALSE,0,NA,2022-04-22 19:37:24,TRUE,NA,"1517588400576118786",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JoeKearns_PSU",0,FALSE,FALSE,NA,NA
"206","RT @BenPatrickWill: Most times we talk about ""big data"" in education it's from edtech platforms, learning analytics, and assessment infrast…",FALSE,0,NA,2022-04-22 19:36:34,FALSE,NA,"1517588189292023809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dcxder",3,TRUE,FALSE,NA,NA
"207","RT @Tanjilasmm: Different Career Options in Big Data! 

#BigData #DataScience #Career
#DataScience #DataAnalytics #MachineLearning #ML #Big…",FALSE,0,NA,2022-04-22 19:36:31,FALSE,NA,"1517588178751918082",NA,"<a href=""https://hubofco.de"" rel=""nofollow"">hubofml</a>","hubofml",101,TRUE,FALSE,NA,NA
"208","Daily Covid Deaths per 1K Population by County For CT   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/Z6Q6MXQKgn",FALSE,1,NA,2022-04-22 19:36:04,TRUE,NA,"1517588065623052288",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"209","RT @8bitCortex: Try @8bitcortex gamified mental wellness app https://t.co/rcFavfxErO . Every time you complete a Check-In, our app will run…",FALSE,0,NA,2022-04-22 19:36:00,FALSE,NA,"1517588048900468737",NA,"<a href=""https://socialbee.io/"" rel=""nofollow"">SocialBee.io v2</a>","8bitCortex",2,TRUE,FALSE,NA,NA
"210","Daily Covid Deaths per 1K Population by County For CT   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/ZJX5QEFLM4",FALSE,1,NA,2022-04-22 19:34:06,TRUE,NA,"1517587568467922944",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"211","#Hoboken #jobs @ EY (Hoboken, NJ) - IT Advisor-Technology Consulting-Data and Analytics-Data Science-Manager - Mult… https://t.co/Zs4vMjM48W",FALSE,0,NA,2022-04-22 19:33:02,TRUE,NA,"1517587300871553024",NA,"<a href=""https://jobs.frontend.la"" rel=""nofollow"">FrontendLA</a>","FrontendLA",0,FALSE,FALSE,NA,NA
"212","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:33:02,FALSE,NA,"1517587300556890112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HouseOf_Jules",86,TRUE,FALSE,NA,NA
"213","In the era of #data, #analytics, and #AI, the interaction between humans and machines is becoming even more importa… https://t.co/ZtNkWrOdUk",FALSE,0,NA,2022-04-22 19:32:55,TRUE,NA,"1517587273096867842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","basole",0,FALSE,FALSE,NA,NA
"214","Data-driven Product Management — Setting up User Analytics
https://t.co/0fXJ4geDQy",FALSE,0,NA,2022-04-22 19:32:51,FALSE,NA,"1517587255082299392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","seunoyebode",0,FALSE,FALSE,NA,NA
"215","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For CO   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:32:18,FALSE,NA,"1517587115474927619",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"216","Daily Covid Deaths per 1K Population by County For CO   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/0d3bPxIC08",FALSE,0,NA,2022-04-22 19:32:04,TRUE,NA,"1517587058977435649",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",0,FALSE,FALSE,NA,NA
"217","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For CA   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:31:58,FALSE,NA,"1517587033753067522",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"218","RT @gibbassett: Data #Analytics Innovation: Up Close with @Alteryx's Gib Bassett (Me) @CGTMagazine / @risnewsinsights #analyticsautomation…",FALSE,0,NA,2022-04-22 19:31:53,FALSE,NA,"1517587009333772288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CGTMagazine",0,TRUE,FALSE,NA,NA
"219","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For CA   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:31:14,FALSE,NA,"1517586848750702592",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"220","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For AR   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:31:00,FALSE,NA,"1517586788658950145",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"221","A data lakehouse allows you to escape the costs of data warehouses and run fast analytics on your data lake. An ope… https://t.co/Ma9Due6cAk",FALSE,1,NA,2022-04-22 19:30:58,TRUE,NA,"1517586781251641345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dremio",0,FALSE,FALSE,NA,NA
"222","RT @njoyflyfishing: Daily Covid Deaths per 1K Population by County For AR   2022-04-19:  Latest Covid Insights by Our Analytics Team using…",FALSE,0,NA,2022-04-22 19:30:45,FALSE,NA,"1517586724611932163",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",2,TRUE,FALSE,NA,NA
"223","RT @UNCH_Careers: UNC Health is hiring a #MachineLearningEngineer / #DataScientist to join the Enterprise #Analytics team in #Morrisville!…",FALSE,0,NA,2022-04-22 19:30:25,FALSE,NA,"1517586642667814916",NA,"<a href=""http://threej.in/twitter-jobs"" rel=""nofollow"">ThreeJ</a>","jobs3j",1,TRUE,FALSE,NA,NA
"224","@BarackObama We need to elect representatives up &amp; down the ticket with knowledge &amp; experience in emerging technolo… https://t.co/XvwBoY1WCZ",FALSE,0,"BarackObama",2022-04-22 19:30:19,TRUE,"1517333877580197888","1517586616591790082","813286","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","srinisankar",0,FALSE,FALSE,NA,NA
"225","UNC Health is hiring a #MachineLearningEngineer / #DataScientist to join the Enterprise #Analytics team in… https://t.co/2klERylIJ0",FALSE,0,NA,2022-04-22 19:30:05,TRUE,NA,"1517586557938671616",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","UNCH_Careers",1,FALSE,FALSE,NA,NA
"226","RT @Strat_AI: #CyberSecurity: Top #Linux Vulnerabilities Exploited by Hackers #5G #100DaysOfCode #AI #Analytics #AR #ArtificialIntelligence…",FALSE,0,NA,2022-04-22 19:30:00,FALSE,NA,"1517586537738911746",NA,"<a href=""https://donow.in"" rel=""nofollow"">CodingDailyChallenge</a>","CoDailychalleng",573,TRUE,FALSE,NA,NA
"227","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:29:59,FALSE,NA,"1517586533481656322",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__JustRed__",86,TRUE,FALSE,NA,NA
"228","RT @PhalaNetwork: For Phala Tech Talk 06, we invite a new Phat Friend - @web3_analytics (W3A), A Web 3.0 Data Service Center- the first app…",FALSE,0,NA,2022-04-22 19:29:56,FALSE,NA,"1517586519304949760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","EPAMINONDA671",6,TRUE,FALSE,NA,NA
"229","Daily Covid Deaths per 1K Population by County For CO   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/MiWkzJ9FNE",FALSE,1,NA,2022-04-22 19:29:47,TRUE,NA,"1517586482327740417",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"230","RT @Abdelbadia_07: Data Science Roles &amp; How They Interact {Infographic}

#DataScience #BigData #Analytics #100DaysOfCode #MachineLearning #…",FALSE,0,NA,2022-04-22 19:29:38,FALSE,NA,"1517586445170614275",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThinkLikeTaj",65,TRUE,FALSE,NA,NA
"231","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 19:29:24,FALSE,NA,"1517586386190229507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ju_mai_",86,TRUE,FALSE,NA,NA
"232","RT @jessica_xls: For those in the UK 🇬🇧 or moving there soon, check out this thread for FREE Tech skills bootcamps ranging from Software De…",FALSE,0,NA,2022-04-22 19:28:29,FALSE,NA,"1517586154958340101",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KautharShakiru",108,TRUE,FALSE,NA,NA
"233","RT @jessica_xls: For those in the UK 🇬🇧 or moving there soon, check out this thread for FREE Tech skills bootcamps ranging from Software De…",FALSE,0,NA,2022-04-22 19:28:17,FALSE,NA,"1517586104697950214",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabs_jeb",108,TRUE,FALSE,NA,NA
"234","Daily Covid Deaths per 1K Population by County For CA   2022-04-19:  Latest Covid Insights by Our Analytics Team us… https://t.co/IcXc2R3mdI",FALSE,1,NA,2022-04-22 19:28:09,TRUE,NA,"1517586073521557504",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"235","RT @AlanMuttonUK: RT @sonu_monika: Automated #deeplearning design for medical image classification  https://t.co/UUEECeuIsq #ArtificialInte…",FALSE,0,NA,2022-04-22 19:28:08,FALSE,NA,"1517586068954042368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThinkLikeTaj",5,TRUE,FALSE,NA,NA
"236","Are you and your team struggling to determine which journal promotion approaches to prioritize? There’s no better w… https://t.co/WroHFu9VJG",FALSE,0,NA,2022-04-22 19:28:01,TRUE,NA,"1517586036683116544",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","scholasticahq",0,FALSE,FALSE,NA,NA
"237","RT @UpOnlyOfficial: UpOnly is proud of its #community. Daily we're seeing #organic support for our #venture. With the focus on our #mainnet…",FALSE,0,NA,2022-04-22 19:27:09,FALSE,NA,"1517585819615256576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","soniahedgehog20",130,TRUE,FALSE,NA,NA
